ID_QUESTAO,LABEL_QUESTAO,ENUNCIADO_QUESTAO,ALTERNATIVA_A,ALTERNATIVA_B,ALTERNATIVA_C,ALTERNATIVA_D,ALTERNATIVA_E
314,1,"Espera, resignado, o dia 13 daquele mês porque, em tal data, usança avoenga lhe
faculta sondar o futuro, interrogando a providência. É a experiência tradicional de Santa
Luzia. No dia 12 ao anoitecer expõe ao relento, em linha, seis pedrinhas de sal, que
representam, em ordem sucessiva da esquerda para a direita, os seis meses vindouros,
de janeiro a junho. Ao alvorecer de 13 observa-as: se estão intactas, pressagiam a seca;
se a primeira apenas se deliu, transmudada em aljôfar límpido, é certa a chuva em
janeiro; se a segunda, em fevereiro; se a maioria ou todas, é inevitável o inverno
benfazejo. Esta experiência é belíssima.
CUNHA, E. Os sertões. São Paulo: Editora Três, 1984.
No experimento descrito, a relação com a paisagem e com a religiosidade permite que o
sertanejo seja",afeito à devoção ao aceitar destinos sacralizados.,acostumado à pobreza ao admitir acasos naturais.,habituado ao solo ao conhecer terrenos cultiváveis.,íntimo à Caatinga ao interpretar condições ambientais.,"próximo à vegetação ao identificar espécies arbustivas.
/
"
315,1,"Sempre que a relevância do discurso entra em jogo, a questão torna-se política por
definição, pois é o discurso que faz do homem um ser político. E tudo que os homens
fazem, sabem ou experimentam só tem sentido na medida em que pode ser discutido.
Haverá, talvez, verdades que ficam além da linguagem e que podem ser de grande
relevância para o homem no singular, isto é, para o homem que, seja o que for, não é um
ser político. Mas homens no plural, isto é, os homens que vivem e se movem e agem
neste mundo, só podem experimentar o significado das coisas por poderem falar e ser
inteligíveis entre si e consigo mesmos.
ARENDT, H. A condição humana. Rio de Janeiro: Forense Universitária, 2004.
No trecho, a filósofa Hannah Arendt mostra a importância da linguagem no processo de",entendimento da cultura.,aumento da criatividade.,percepção da individualidade.,melhoria da técnica.,"construção da sociabilidade.
/
"
316,1,"Eu estava pagando o sapateiro e conversando com um preto que estava lendo um
jornal. Ele estava revoltado com um guarda civil que espancou um preto e amarrou numa
árvore. O guarda civil é branco. E há certos brancos que transforma preto em bode
expiatório. Quem sabe se guarda civil ignora que já foi extinta a escravidão e ainda
estamos no regime da chibata?
JESUS, C. M. Quarto de despejo: diário de uma favelada. São Paulo: Ática, 2014.
O texto, que guarda a grafia original da autora, expõe uma característica da sociedade
brasileira, que é o(a):",Racismo estrutural.,Desemprego latente.,Concentração de renda.,Exclusão informacional.,"Precariedade da educação.
/
"
317,1,"PAZ, A. D. Disponível em: www.ct.ufpb.br. Acesso em: 15 out. 2021 (adaptado).
 
/
A intensificação da ocupação urbana demonstrada afeta de forma imediata o(a)",nível altimétrico.,ciclo hidrológico.,padrão climático.,tectônica de placas.,"estrutura das rochas.
/
"
318,1,"Na construção da ferrovia Madeira-Mamoré, o que dizer dos doentes, eternos
moribundos a vagar entre delírios febris, doses de quinino e corredores da morte? O
Hospital da Candelária era santuário e túmulo, monumento ao progresso científico e
preâmbulo da escuridão. Foi ali, com suas instalações moderníssimas, que médicos e
sanitaristas dirigiram seu combate aos males tropicais. As maiores vítimas, contudo,
permaneceriam na sombra à margem do palco, cobaias sem consolo, credores sem nome
de uma sociedade que não lhes concedera tempo algum para ser decifrada.
FOOT HARDMAN, F. Trem fantasma: modernidade na selva. São Paulo: Cia. das Letras, 1988 (adaptado).
No texto, há uma crítica ao modo de ocupação do espaço amazônico pautada na",discrepância entre engenharia ambiental e equilíbrio da fauna.,incoerência entre maquinaria estrangeira e controle da floresta.,incompatibilidade entre investimento estatal e proteção aos nativos.,competição entre farmacologia internacional e produtos da fitoterapia.,"contradição entre desenvolvimento nacional e respeito aos trabalhadores.
/
"
319,1,"Uma nova economia surgiu em escala global no último quartel do século XX.
Chamo-a de informacional, global e em rede para identificar suas características
fundamentais e diferenciadas e enfatizar sua interligação. É informacional porque
depende basicamente de sua capacidade de gerar, processar e aplicar de forma eficiente
a informação baseada em conhecimentos. É global porque seus componentes estão
organizados em escala global, diretamente ou mediante uma rede de conexões entre
agentes econômicos. É rede porque é feita em uma rede global de interação entre redes
empresariais.
CASTELLS, M. A sociedade em rede — a era da informação: economia, 
sociedade e cultura. São Paulo: Paz e Terra, 1999 (adaptado).
Qual mudança estrutural é resultado da forma de organização econômica descrita no
texto?",Fabricação em série.,Ampliação de estoques.,Fragilização dos cartéis.,Padronização de mercadorias.,"Desterritorialização da produção.
/
"
320,1,"Olhar o Brasil e não ver o sertão 
É como negar o queijo com a faca na mão 
Esse gigante em movimento
Movido a tijolo e cimento 
Precisa de arroz com feijão 
Que tenha comida na mesa 
Que agradeça sempre a grandeza 
De cada pedaço de pão 
Agradeça a Clemente 
Que leva a semente 
Em seu embornal 
Zezé e o penoso balé 
De pisar no cacau 
Maria que amanhece o dia
Lá no milharal
VANDER LEE. Do Brasil. In: Pensei que fosse o céu: ao vivo. Rio de Janeiro: Indie Records, 2006 (fragmento).
A letra da canção valoriza uma dimensão do espaço rural brasileiro em sua relação com a
cidade ao ressaltar sua função de",fornecer a mão de obra qualificada.,incorporar a inovação tecnológica.,preservar a diversidade biológica.,promover a produção alimentar.,"garantir a moradia básica.
/
"
321,1,"O número cada vez maior de mulheres letradas e interessadas pela literatura e pelas
novelas, muitas divulgadas em capítulos, seções, classificadas comumente como
folhetim, alçou a um gênero de ficção corrente já em 1840, fazendo parte do florescimento
da literatura nacional brasileira, instigando a formação e a ampliação de um público leitor
feminino, ávido por novidades, pelo apelo dos folhetins e “narrativas modernas” que
encenavam “os dramas e os conflitos de uma mulher em processo de transformação
patriarcal e provinciana que, progressivamente, começava a se abrir para modernizar
seus costumes”. No Segundo Reinado, as mulheres foram se tornando público
determinante na construção da literatura e da imprensa nacional. E não apenas público,
porquanto crescerá o número de escritoras que colaboram para isso e emergirá uma
imprensa feminina, editada, escrita e dirigida por e para mulheres.
ABRANTES, A. Do álbum de família à vitrine impressa: trajetos de retratos (PB, 1920),  
Revista Temas em Educação, n. 24, 2015 (adaptado).
O registro das atividades descritas associa a inserção da figura feminina nos espaços de
leitura e escrita do Segundo Reinado ao(à)",surgimento de novas práticas culturais.,contestação de antigos hábitos masculinos.,valorização de recentes publicações juvenis.,circulação de variados manuais pedagógicos.,"aparecimento de diversas editoras comerciais.
/
"
322,1,"Os caixeiros do comércio a retalho do Rio de Janeiro estiveram entre as primeiras
categorias de trabalhadores a se organizar em associações e a exigir a intervenção dos
poderes públicos na mediação de suas lutas por direitos. Na década de 1880, os caixeiros
participaram da arena política e ganharam as ruas com vários outros, como os
republicanos e os abolicionistas.
POPINIGIS, F. “Todas as liberdades são irmãs”: os caixeiros e as lutas dos trabalhadores por direitos
entre o Império e a República. Estudos Históricos, n. 59, set.-dez. 2016 (adaptado).
A atuação dos trabalhadores mencionados no texto representou, na capital do Império,
um momento de",manutenção das regras patronais.,desprendimento das ideias liberais.,fortalecimento dos contratos laborais.,consolidação das estruturas sindicais.,"contestação dos princípios monárquicos.
/
"
323,1,"Solos salinos ou alomórficos apresentam como característica comum uma
concentração muito alta de sais solúveis e/ou de sódio trocável. Eles ocorrem nos locais
mais baixos do relevo, em regiões áridas e semiáridas e próximas do mar. Em regiões
semiáridas, por exemplo, o polígono das secas do Nordeste brasileiro, os locais menos
elevados recebem água que se escoa dos declives adjacentes, durante as chuvas que
caem em alguns meses do ano. Essa água traz soluções de sais minerais e evapora-se
rapidamente antes de infiltrar-se totalmente, havendo então, cada vez que esse processo
é repetido, um pequeno acúmulo de sais no horizonte superficial que, com o passar dos
anos, provoca a salinização do solo. Nas últimas décadas, a expansão das atividades
agrícolas na região tem ampliado esse processo.
LEPSCH, I. F. Solos: formação e conservação. São Paulo: Melhoramentos, 1993 (adaptado).
As atividades agrícolas, desenvolvidas na região mencionada, intensificam o problema
ambiental exposto ao","realizar florestamentos de pinus, desrespeitando a prática do pousio.","utilizar sistemas de irrigação, desprezando uma drenagem adequada.","instalar açudes nos grotões, retardando a velocidade da vazão fluvial.","desmatar áreas de preservação permanente, causando assoreamento.","aplicar fertilizantes de origem orgânica, modificando a química da terra.
/
"
324,1,"TEXTO I
CAZO. Disponível em: www.humorpolitico.com.br. Acesso em: 21 nov. 2021 (adaptado).
TEXTO II
É como se os problemas fossem criados pela pandemia quando, em verdade, isso só
demonstra o quanto eles sofrem uma tentativa de serem naturalizados. Eles estavam lá,
empurrados para debaixo de vários tapetes. Diversos levantamentos realizados indicam
que parcela significativa dos estudantes não têm acesso à internet em suas casas, não
têm computadores; têm celulares, mas com pacotes baratos que não permitem assistir a
todas as aulas. E, caso tenham celulares e dados, pergunta-se: É possível elaborar um
texto no celular? É possível interagir na aula remota pelo celular?
ASSIS, A. E. S. Q. Educação e pandemia. Educação em Revista, n. 37, 2021 (adaptado).
A crítica contida no texto e na figura evidencia o seguinte aspecto da sociedade
contemporânea:",Exclusão social.,Expansão digital.,Manifestação cultural.,Organização espacial.,"Valorização intelectual.
/
"
325,1,"O leproso é visto dentro de uma prática da rejeição, do exílio-cerca; deixa-se que se
perca lá dentro como numa massa que não tem muita importância diferenciar; os
pestilentos são considerados num policiamento tático meticuloso onde as diferenciações
individuais são os efeitos limitantes de um poder que se multiplica, se articula e se
subdivide. O grande fechamento por um lado; o bom treinamento por outro. A lepra e sua
divisão; a peste e seus recortes. Uma é marcada; a outra, analisada e repartida. O exílio
do leproso e a prisão da peste não trazem consigo o mesmo sonho político.
FOUCAULT, M. Vigiar e punir: nascimento da prisão. Petrópolis: Vozes, 1987.
Os modelos autoritários descritos no texto apontam para um sistema de controle que se
baseia no(a):",Formação de sociedade disciplinar.,Flexibilização do regramento social.,Banimento da autoridade repressora.,Condenação da degradação humana.,"Hierarquização da burocracia estatal.
/
"
326,1,"TEXTO I
Em março de 1889, quando apareceram as primeiras romarias atraídas pelos
milagres da beata Maria de Araújo, Juazeiro inseriu-se no rol da fundação do espaço
religioso. Construía-se mais um centro, como Aparecida do Norte, Canindé ou Lourdes.
RAMOS, F. R. L. O meio do mundo: território sagrado em Juazeiro do Padre Cícero.  
Fortaleza: Imprensa Universitária, 2014.
TEXTO II
Não sabemos ao certo quantas pessoas estavam presentes na capela no momento
em que a hóstia sangrou na boca de Maria de Araújo. O Padre Cícero nos conta que o
fato surpreendeu não só aos presentes, mas a própria beata parecia atordoada com o
ocorrido. O fenômeno continuou acontecendo todas as quartas e sextas na Capela de
Nossa Senhora das Dores a partir daquele dia. Os paninhos manchados do sangue que
escorria da hóstia e da boca da beata, a princípio, ficaram sob a guarda do Padre Cícero,
mas logo foram expostos à visitação pública e, além disso, o sangramento foi proclamado
como milagre sem o conhecimento e sem a autorização do bispo diocesano.
NOBRE, E. Incêndios da alma. Rio de Janeiro: Multifoco, 2016 (adaptado).
As práticas religiosas mencionadas nos textos estão associadas, respectivamente, à:",Delimitação de paisagens urbanas e abandono de componentes espiritualistas.,Demarcação de patrimônios afetivos e apropriação de elementos judaizantes.,Expansão de fronteiras regionais e subjetivação do cristianismo medieval.,Circunscrição de bens simbólicos e admissão de cerimônias ecumênicas.,"Criação de lugares místicos e experiências do catolicismo popular.
/
"
327,1,"Em 2003, teve início o Programa de Aquisição de Alimentos e, com ele, várias
mudanças na perspectiva dos mercados institucionais. Trata-se do primeiro programa de
compras públicas com uma orientação exclusiva para a agricultura familiar, articulando-a
explicitamente com a segurança alimentar e nutricional. O Programa é destinado à
aquisição de produtos agropecuários produzidos por agricultores enquadrados no
Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf), incluídas aqui as
categorias: assentados da reforma agrária, trabalhadores rurais sem terra, acampados,
quilombolas, agroextrativistas, famílias atingidas por barragens e comunidades indígenas.
GRISA, C.; ISOPO, S. P. Dez anos de PAA: as contribuições e os desafios para o desenvolvimento rural. In: GRISA,
C.; SCHNEIDER, S. (Org.). Políticas públicas de desenvolvimento rural no Brasil. Porto Alegre: UFRGS, 2015.
A ação governamental descrita constitui-se uma importante conquista para os pequenos
produtores em virtude da:",Inovação tecnológica.,Reestruturação fundiária.,Comercialização garantida.,Eliminação no custo do frete.,"Negociação na bolsa de valores.
/
"
328,1,"Um experimento denominado FunFit foi desenvolvido com o objetivo de fazer com
que os membros de uma comunidade local se tornassem mais ativos fisicamente. Todos
os participantes do estudo foram vinculados a dois outros membros da comunidade que
receberiam pequenos incentivos em dinheiro para serem estimulados a aumentar a sua
atividade física, que era medida por acelerômetros nos celulares fornecidos pelo estado.
Assim, se a pessoa andasse mais do que o habitual, seus conhecidos receberiam o
dinheiro. Os resultados foram assombrosos: o esquema mostrou-se de quatro a oito
vezes mais eficaz do que o método de oferecer incentivos individuais.
MOROZOV, E. Big Tech: a ascensão dos dados e a morte da política. São Paulo: Ubu, 2018 (adaptado).
Contrariando a visão prevalente sobre o impacto tecnológico nas relações humanas, o
texto revela que os celulares podem desempenhar uma função","recreativa, promovendo o lazer em redes integradas.","social, estimulando a reciprocidade por meios digitais.","laboral, convertendo o desenvolvedor em usuário final.","comercial, direcionando a escolha por produtos industrializados.","cognitiva, favorecendo a aprendizagem pelas ferramentas virtuais.
/
"
329,1,"A dublagem é o novo campo a ser explorado pela inteligência artificial, e há
empresas dedicadas a fazer com que as vozes originais de atores sejam transpostas para
outros idiomas. A novidade reforça a tendência da automação de postos de trabalho nas
mais diversas áreas. Tem potencial para facilitar a vida de estúdios e produtoras e, ao
mesmo tempo, tornar mais escassas as oportunidades para dubladores e atores que
trabalham com isso.
GAGLIONI, C. Disponível em: www.nexojornal.com.br. Acesso em: 25 out. 2021.
A consequência da mudança tecnológica apresentada no texto é a",proteção da economia nacional.,valorização da cultura tradicional.,diminuição da formação acadêmica.,estagnação da manifestação artística.,"ampliação do desemprego estrutural.
/
"
330,1,"Brasil e Argentina chegaram a um acordo para a redução em 10% da Tarifa Externa
Comum (TEC) do Mercosul. O consenso foi alcançado durante negociação entre o
ministro das Relações Exteriores do Brasil e o seu equivalente argentino, no Palácio do
Itamaraty, em Brasília, no início do mês de outubro de 2021. A redução da TEC é um
antigo desejo do Brasil, que pretende abrir mais sua economia e, com isso, ajudar a
controlar a inflação. Já a Argentina temia que a medida pudesse afetar sua produção
industrial. O acordo vai abranger uma ampla gama de produtos e ainda será apresentado
ao Paraguai e Uruguai, para que seja formalizado.
Brasil e Argentina fecham acordo para corte de 10% na tarifa do Mercosul.  
Disponível em: https://oglobo.globo.com. Acesso em: 8 out. 2021 (adaptado).
A necessidade de negociação diplomática para viabilizar o acordo tarifário mencionado é
explicada pela seguinte característica do Mercosul:",Limitação da circulação financeira.,Padronização da política monetária.,Funcionamento da união aduaneira.,Dependência da exportação agrícola.,"Equivalência da legislação trabalhista.
/
"
331,1,"Ainda que a fome ocorrida na Itália em 536 tenha origem nos eventos climáticos,
suas implicações são tanto políticas quanto econômicas. Nos primeiros séculos da Idade
Média, o auxílio aos famintos se inscreve no domínio da gestão pública, mesmo quando a
ação de seus agentes é apresentada sob o ângulo da piedade e da caridade individuais,
como é o caso da Gália merovíngia. Assim, o fato de que as respostas à fome são
mostradas, na Gália, como o fruto de iniciativas pessoais fundadas no imperativo da
caridade deriva da natureza das fontes do século VI.
SILVA, M. C. Os agentes públicos e a fome nos primeiros séculos da Idade Média.  
Varia Historia, n. 60, set.-dez. 2016 (adaptado).
Na conjuntura histórica destacada no texto, o dever de agir em face da situação de crise
apresentada pertencia à jurisdição","da nobreza, proveniente da obrigação de proteção ao campesinato livre.","da realeza, decorrente do conceito de governo subjacente à monarquia cristã.","dos mosteiros, resultante do caráter fraternal afirmado nas regras monásticas.","dos bispados, consequente da participação dos clérigos nos assuntos
comunitários.","das corporações, procedente do padrão assistencialista previsto nas normas
estatutárias.
/
"
332,1,"As forças tectônicas dentro da litosfera, controladas pelo calor interno das
profundezas, geram terremotos, erupções e soerguimento de montanhas. As forças
meteorológicas dentro da atmosfera e da hidrosfera, controladas pelo calor do Sol,
produzem tempestades, inundações, geleiras e outros agentes de erosão.
PRESS, F. et al. Para entender a Terra. Porto Alegre: Bookman, 2006 (adaptado).
A interação dinâmica entre as forças naturais citadas favorece a ocupação do espaço
geográfico, na medida em que provoca a formação de",solos vulcânicos.,dorsais oceânicas.,relevos escarpados.,superfícies lateríticas.,"dobramentos modernos.
/
"
333,1,"Disponível em: https://ndmais.com.br. Acesso em: 8 out. 2021.
O ápice da ilustração se traduz por uma conduta social caracterizada pela",cultura do cancelamento.,prática do feminicídio.,postura negacionista.,ação involuntária.,"defesa da honra.
/
"
334,1,"TEXTO I
A primeira grande lei educacional do Brasil, de 1827, determinava que, nas “escolas
de primeiras letras” do Império, meninos e meninas estudassem separados e tivessem
currículos diferentes. No Senado, o Visconde de Cayru foi um dos defensores de que o
currículo de matemática das garotas fosse o mais enxuto possível. Nas palavras dele, o
“belo sexo” não tinha capacidade intelectual para ir muito longe: — Sobre as contas, são
bastantes [para as meninas] as quatro espécies, que não estão fora do seu alcance e lhes
podem ser de constante uso na vida.
TEXTO II
No Senado, o único a defender publicamente que as meninas tivessem, em
matemática, um currículo idêntico ao dos meninos foi o Marquês de Santo Amaro (RJ).
Ele argumentou: — Não me parece conforme, às luzes do tempo em que vivemos,
deixarmos de facilitar às brasileiras a aquisição desses conhecimentos [mais
aprofundados de matemática]. A oposição que se manifesta não pode nascer senão do
arraigado e péssimo costume em que estavam os antigos, os quais nem queriam que
suas filhas aprendessem a ler.
WESTIN, R. Senado Notícias. Disponível em: www12.senado.leg.br. Acesso em: 20 out. 2021 (adaptado).
Os discursos expressam pontos de vista divergentes respectivamente pela oposição entre",liberdade de gênero e controle social.,equidade de escolha e imposição cultural.,dominação de corpos e igualdade humana.,geração de oportunidade e restrição profissional.,"exclusão de competências e participação política.
/
"
335,1,"Após sete anos da ocupação de um terreno abandonado em Santo André, no
ABC paulista, os condomínios Novo Pinheirinho e Santos Dias foram inaugurados, com a
presença de representantes dos governos federal, estadual e municipal. A ocupação
começou em 2012 e, desde então, o movimento vinha reivindicando o direito de usufruir
do espaço para a construção de casas. A Carta Magna, em seu art. 6º, garante a todos os
brasileiros o direito à moradia.
PUTTI, A. Disponível em: www.cartacapital.com.br. Acesso em: 13 nov. 2021 (adaptado).
O texto apresenta uma estratégia usada pelo movimento social para",fragilizar o poder público.,fomentar a economia solidária.,controlar a propriedade estatal.,garantir o preceito constitucional.,"incentivar a especulação imobiliária.
/
"
336,1,"TEXTO I 
A Marinha identifica, na voz de Thomas Barnett, uma ampla região potencialmente
insubmissa ou simplesmente irredutível às normas gerais de funcionamento promovidas
pelos Estados Unidos e sancionadas pelo Fundo Monetário Internacional, pela
Organização Mundial do Comércio e pelo Banco Mundial. E não necessariamente por sua
consciência rebelde, mas sim, em muitos casos, pela insubstancialidade de suas
instituições estatais.
TEXTO II 
CECEÑA, A. E. Hegemonias e emancipações no século XXI. Buenos Aires: Clacso, 2005.
As preocupações do governo estadunidense expressas no texto e no mapa evidenciam
uma estratégia para",compartilhamento de inovações tecnológicas.,promoção de independência financeira.,incremento de intercâmbios culturais.,ampliação de influência econômica.,"preservação de recursos naturais.
/
"
337,1,"Colegas, na mente e no coração do povo, a Crimeia sempre foi uma porção
inseparável da Rússia. Essa firme convicção se baseia na verdade e na justiça e foi
passada de geração em geração, ao longo do tempo, sob quaisquer circunstâncias,
apesar de todas as drásticas mudanças que nosso país atravessou durante todo o
século XX.
Disponível em: http://g1.globo.com. Acesso em: 28 jul. 2014.
Considerando a dinâmica geopolítica subjacente ao texto, a justificativa utilizada por
Vladimir Putin, em 2014, para anexação dessa península apela para o argumento de que","as populações com idioma comum devem estar submetidas à mesma autoridade
estatal.","o imperialismo soviético havia se acomodado às pretensões das potências
vizinhas.",os organismos transnacionais são incapazes de solucionar disputas territoriais.,a integração regional supõe a livre circulação de pessoas e mercadorias.,"a expulsão das forças navais ocidentais garantiria a soberania nacional.
/
"
338,1,"TEXTO I
Interseccionalidade: intercruzamento de desigualdades que gera padrões complexos de
discriminação.
TEXTO II
Disponível em: www.agenciadenoticias.ibge.gov.br. Acesso em: 2 dez. 2018.
Considerando o conceito apresentado no Texto I e os dados apresentados no Texto II, no
Brasil, são fatores que intensificam o fenômeno da discriminação:",Raça e gênero.,Etnia e habitação.,Idade e nupcialidade.,Profissão e sexualidade.,"Escolaridade e fecundidade.
/
"
339,1,"O princípio básico do Estado de direito é o da eliminação do arbítrio no exercício dos
poderes públicos, com a consequente garantia de direitos dos indivíduos perante esses
poderes. Estado de direito significa que nenhum indivíduo, presidente ou cidadão comum
está acima da lei. Os governos democráticos exercem a autoridade por meio da lei e
estão eles próprios sujeitos aos constrangimentos impostos pela lei.
CANOTILHO, J. J. G. Estado de direito. Lisboa: Gradiva, 1999 (adaptado).
Nas sociedades contemporâneas, consiste em violação do princípio básico enunciado no
texto:",Supressão de eleições de representantes políticos.,Intervenção em áreas de vulnerabilidade pela Igreja.,Disseminação de projetos sociais em universidades.,Ampliação dos processos de concentração de renda.,"Regulamentação das relações de trabalho pelo Legislativo.
/
"
340,1,"Brasileiros levam mais tempo de casa para o trabalho
Pesquisa do IBGE aponta que a situação é mais grave no Sudeste: 13% das pessoas
levam mais de uma hora para chegar ao trabalho. Nas regiões metropolitanas de São
Paulo e do Rio, o IBGE registrou os maiores percentuais de trabalhadores que levam
mais de uma hora no trajeto até o emprego. Quem vê o Marcelo chegar ao trabalho nem
imagina a maratona que ele enfrenta todos os dias antes das 5 h. “Acordo 4 h 30, saio de
casa 5 h, pego trem 5 h 20, chego na Central umas 6 h 50, pego ônibus e chego no
trabalho mais ou menos 7 h 10”, conta. Segundo especialista, são os mais pobres os que
moram mais longe do emprego.
Disponível em: www.portaldotransito.com.br. Acesso em: 23 nov. 2021 (adaptado).
A pesquisa desenvolvida retrata a seguinte dinâmica populacional:",Fluxo de retorno.,Migração interna.,Mudança sazonal.,Movimento pendular.,"Deslocamento forçado.
/
"
341,1,"A história do Primeiro de Maio de 1890 — na França e na Europa, o primeiro de
todos os Primeiros de Maio — é, sob vários aspectos, exemplar. Resultante de um ato
político deliberado, essa manifestação ilustra o lado voluntário da construção de uma
classe — a classe operária — à qual os socialistas tentam dar uma unidade política e
cultural através daquela pedagogia da festa cujo princípio, eficácia e limites há muito
tempo tinham sido experimentados pela Revolução Francesa.
PERROT, M. Os excluídos da história: operários, mulheres e prisioneiros. Rio de Janeiro: Paz e Terra, 1988.
Com base no texto, a fixação dessa data comemorativa tinha por objetivo",valorizar um sentimento burguês.,afirmar uma identidade coletiva.,edificar uma memória nacional.,criar uma comunidade cívica.,"definir uma tradição popular.
/
"
342,1,"PEREIRA, E. B. et al. Atlas brasileiro de energia solar. São José dos Campos: Inpe, 2006.
Uma característica regional que justifica o maior potencial anual médio para o
aproveitamento da energia solar é a reduzida",declividade do relevo.,extensão longitudinal. ,nebulosidade atmosférica.,irregularidade pluviométrica.,"influência da continentalidade.
/
"
343,1,"O povo Kambeba é o povo das águas. Os mais velhos costumam contar que o povo
nasceu de uma gota-d’água que caiu do céu em uma grande chuva. Nessa gota estavam
duas gotículas: o homem e a mulher. “Por essa narrativa e cosmologia indígena de que
nós somos o povo das águas é que o rio nos tem fundamental importância”, diz Márcia
Wayna Kambeba, mestre em Geografia e escritora. Todos os dias, ela ia com o pai
observar o rio. Ia em silêncio e, antes que tomasse para si a palavra, era interrompida.
“Ouça o rio”, o pai dizia. Depois de cerca de duas horas a ouvir as águas do Solimões, ela
mergulhava. “Confie no rio e aprenda com ele”. “Fui entender mais tarde, com meus
estudos e vivências, que meu pai estava me apresentando à sabedoria milenar do rio”.
Rios amazônicos influenciam no agro e em reservatórios do Sudeste.  
Disponível em: www.uol.com.br. Acesso em: 14 out. 2021.
Pelo descrito no texto, o povo Kambeba tem o rio como um(a)",objeto tombado e museográfico.,herança religiosa e sacralizada.,cenário bucólico e paisagístico.,riqueza individual e efêmera.,"patrimônio cultural e afetivo.
/
"
344,1,"Lá embaixo está o Açude Itans, com seu formigueiro a cavar a terra. É mesmo
impressionante o esforço daquele formigar de homens ao sol, lavados em suor, que não
param, em longas filas pacientes acompanhando centenas de burricos que sobem e
descem, numa ciranda comovente e silenciosa, cada burrico com duas caixas de terra no
lombo. É o labor organizado para a salvação da terra e do homem. Depois do
semideserto que tanto nos acabrunhou o espírito por falta de chuvas, o esforço destes
milhares de sertanejos, todos vestidos de brim mescla e calçando alpercatas, no combate
consciente à esterilidade da natureza, com as famílias alojadas em pequeninas casas de
taipa e telha — embrião de futura cidade — impressionava-nos profundamente.
VALLE, F. M. História do Açude Itans, município de Caicó (RN). Brasília, 1994 (adaptado).
Na construção do empreendimento descrito, destaca-se a presença de",engenheiros na execução de canais fluviais.,coronéis na ampliação de antigas fazendas.,operários na distribuição dos recursos hídricos.,trabalhadores na formação de novos espaços.,"negociantes na organização de redes comerciais.
/
"
345,1,"Para os Impérios Coloniais, o problema das doenças que atingiam os escravos era
algo com que cotidianamente deparavam os senhores. Em vista disso, uma série de
obras dedicadas à administração de escravos foi publicada com vista a implementar uma
moderna gestão da mão de obra escravista em convergência com o Iluminismo. Nesse
contexto, o saber médico adquiria um papel extremamente relevante. Este era encarado
como um instrumento fundamental ao desenvolvimento colonial, dada a percepção do
impacto que as doenças tropicais causavam na população branca e nos povos
escravizados.
ABREU, J. L. N. A Colônia enferma e a saúde dos povos: a medicina das “luzes” e as  
informações sobre as enfermidades da América portuguesa. História, Ciências, 
Saúde – Manguinhos, n. 3, jul.-set. 2007 (adaptado).
De acordo com o texto, a importância da medicina se justifica no âmbito dos objetivos",econômicos das elites.,naturalistas dos viajantes.,abolicionistas dos letrados.,tradicionalistas dos nativos.,"emancipadores das metrópoles.
/
"
346,1,"Possível trajeto do voo MH370 da Malaysia Airlines antes da queda, em 2014
Disponível em: http://imguol.com. Acesso em: 30 mar. 2014 (adaptado).
Considerando-se que a distância entre o local onde os destroços do avião foram
avistados e a cidade de Perth é de 2 cm, a escala aproximada dessa representação
cartográfica é:",1 : 12 500.,1 : 125 000.,1 : 1 250 000.,1 : 12 500 000.,"1 : 125 000 000.
/
"
347,1,"Hoje sou um ser inanimado, mas já tive vida pulsante em seivas vegetais, fui um ser
vivo; é bem verdade que do reino vegetal, mas isso não me tirou a percepção de vida
vivida como tamborete. Guardo apreço pelos meus criadores, as mãos que me fizeram,
me venderam, e pelas mulheres que me usaram para suas vendas e de tantas outras
maneiras. Essas pessoas, sim, tiveram suas subjetividades, singularidades e
pluralidades, que estão incorporadas a mim. É preciso considerar que a nossa história, de
móveis de museus, está para além da mera vinculação aos estilos e à patrimonialização
que recebemos como bem material vinculado ao patrimônio imaterial. A nossa história
está ligada aos dons individuais das pessoas e suas práticas sociais. Alguns indivíduos
consagravam-se por terem determinados requisitos, tais como o conhecimento de
modelos clássicos ou destreza nos desenhos.
FREITAS, J. M.; OLIVEIRA, L. R. Memórias de um tamborete de baiana: as muitas vozes em um objeto de museu.
Revista Brasileira de Pesquisa (Auto)Biográfica, n. 14, maio-ago. 2020 (adaptado).
Ao descrever-se como patrimônio museológico, o objeto abordado no texto associa a sua
história às",habilidades artísticas e culturais dos sujeitos.,vocações religiosas e pedagógicas dos mestres.,naturezas antropológica e etnográfica dos expositores.,preservações arquitetônica e visual dos conservatórios.,"competências econômica e financeira dos comerciantes.
/
"
